x,y,d,tile,crater,id
971,1364,22,2_25,1,1MOEA
1446,1469,21,1_24,0,UP5K2
1005,1091,35,2_25,0,UZGK1
533,1479,42,1_25,0,0BDH8
601,604,20,1_24,1,MGTL2
734,568,46,3_24,0,LKZ0M
1182,837,46,1_24,0,0NAMK
957,1569,17,1_25,1,OB27Q
1464,210,53,3_24,0,EBHQX
1498,181,45,3_24,0,C0Y3G
1487,1029,22,2_25,0,7F3PU
65,1240,63,1_25,0,4Z07T
1209,902,29,2_25,1,PQVHO
1214,1278,71,3_24,1,BG3N2
913,553,76,3_25,0,FQFBI
1125,97,20,1_25,1,2QOX8
1303,355,26,1_25,1,GSDYV
328,131,31,3_24,1,BQV1P
146,184,20,2_24,1,KDFMB
129,425,19,2_24,0,NREAT
133,262,26,1_25,0,MB639
146,1277,27,3_25,0,1UHZT
1120,1454,22,1_25,1,41B9C
1610,1269,22,3_24,0,CHJ6R
795,1569,31,1_24,1,OBQG8
1325,86,20,1_25,1,7L5EB
977,602,28,1_25,0,2662S
446,1469,26,2_24,0,MRAX3
955,1394,15,3_25,1,Q70LF
386,1656,34,2_25,0,X7BGL
768,721,26,2_24,1,2RR30
593,61,22,1_24,0,NC0Q6
1493,1324,47,3_24,0,U6ML2
688,1043,28,2_24,0,Q3I60
498,1221,21,3_25,0,QS5YR
1228,1203,22,1_25,0,DY4L3
368,781,14,1_24,1,A1DSQ
474,609,32,2_25,0,6O9NF
175,542,19,1_24,1,VB1XC
649,103,16,3_24,1,9ZOH5
878,1116,14,1_25,1,0YOLF
440,78,28,1_25,0,SGED2
1496,60,24,3_24,0,BXN1K
1353,1068,22,1_24,1,S75L9
455,1543,33,1_24,0,AKYHO
539,562,80,3_25,0,DWMOM
86,677,34,1_24,1,8TDD7
1156,757,22,3_24,1,LLTNC
80,191,21,1_25,0,5YYIH
173,349,19,2_25,0,M9NE4
553,1232,18,1_25,1,RYNH0
1327,985,58,2_25,0,M5WTK
39,1517,17,1_25,0,XA4ZM
144,98,48,1_25,0,LAFE4
1375,681,24,1_25,1,L7VFT
144,1598,48,1_24,0,HX9ZV
158,914,43,3_24,0,X5CXT
585,1150,24,1_24,0,PPE4W
1595,769,20,1_25,0,EJ8XZ
695,1440,21,1_24,0,CFNK2
172,117,31,3_25,1,GQMHT
615,184,24,3_24,1,VWZNL
67,207,47,2_25,1,AKNYR
612,1429,55,3_25,0,IGOT2
583,1450,29,1_24,1,QT6HN
912,969,27,3_25,0,MHTUJ
704,1309,42,3_24,0,REH7N
432,1179,38,1_25,1,5R52Q
1043,865,12,1_25,1,HDP9P
951,560,35,1_24,0,25S9U
1200,353,74,1_25,0,OAPZB
621,1108,37,1_25,0,KUTSI
762,174,26,2_24,0,IBRUA
616,939,31,3_25,0,E1XWB
1488,769,36,1_25,1,I2M9Y
745,1224,32,1_25,0,V4FW4
392,338,33,1_25,0,S9JGI
628,1413,13,3_24,1,WFKJ3
1360,643,28,1_25,0,T5IQ9
386,73,53,3_25,0,MOTGU
564,1052,21,1_24,0,NWAOI
756,914,29,1_24,0,1I8KC
1423,477,15,2_24,1,Q0KEY
1490,1328,21,3_24,0,ZGNB7
427,1285,16,2_25,1,6KMPE
1180,1145,65,1_25,0,I21KV
319,308,59,2_25,0,6REYG
1604,80,55,3_25,1,SDQ9X
896,877,13,2_24,1,3BYNG
168,1234,30,3_25,0,0EIIL
345,1041,21,1_25,1,AKENC
984,1526,33,1_25,0,CIRRD
1148,680,14,2_25,1,G8YE5
1386,1638,39,2_25,1,60GI4
1048,736,19,2_24,0,PLOLP
869,320,49,3_25,1,K4TFY
315,990,22,3_24,1,30W07
394,159,26,2_25,0,XP8IG
397,971,26,1_25,1,S89DZ
333,685,20,2_25,0,FFZQQ
1453,1549,17,1_24,0,TQG5E
661,1119,16,1_25,0,E38VL
795,69,31,1_25,1,17F9O
765,749,46,1_25,0,M6JHS
1388,967,37,3_25,0,P6KHS
819,318,43,1_25,0,AIDLL
967,72,33,3_24,0,OACW3
864,691,22,3_24,0,RJ548
56,1492,19,1_25,1,9GYVJ
336,1442,23,3_25,1,1MC5G
337,1005,20,2_25,0,9OCAU
520,1542,53,1_24,0,5WQW1
1102,1371,18,1_24,1,J9WFU
862,1072,76,3_25,0,1A00U
930,165,38,3_24,1,FVLB3
1617,781,41,1_25,1,9AUY6
1199,250,21,1_25,1,CGGJO
132,1360,31,1_25,0,TYCTY
244,246,31,2_25,0,J2IWF
308,174,15,2_25,1,NAVDU
124,1311,26,3_25,0,FP1ZU
74,420,28,1_25,0,0V6HS
1321,381,14,1_24,1,AA3ZV
737,433,76,2_25,0,4Q6R8
1660,1236,15,2_25,1,RGXPB
1305,1654,38,1_25,1,M8G0G
933,163,17,1_25,0,XJSWT
165,1452,14,2_24,1,VPRNI
374,955,36,2_25,0,IDU62
101,1202,55,1_24,0,ZQK65
232,1451,34,1_24,1,PSQ9O
161,1241,20,2_24,1,SP92H
1168,793,23,3_24,1,DAZZY
1266,972,47,1_24,1,XQDPF
567,1658,23,1_25,0,9WK9F
1069,763,16,1_25,1,JRT2Z
951,1351,26,3_25,1,BV4J1
421,313,52,1_24,0,AKNVU
592,774,58,3_25,0,6DECO
1140,854,44,3_25,0,52U78
1397,478,66,1_25,0,26DQR
1316,1561,42,1_24,1,QI4VI
241,368,71,3_25,1,MN7K1
1399,377,44,1_25,1,9X7DD
680,213,55,3_25,0,BW3A1
680,1274,14,1_24,1,FVV3J
437,418,23,3_24,1,MBGD8
1117,874,28,1_24,1,MGJ7E
70,878,23,1_25,1,64N0Q
1230,1145,74,3_24,0,1HHDU
1107,1381,37,1_24,0,Y9763
1486,1497,38,2_25,0,JR8JW
453,38,23,1_25,0,MWWUQ
1606,1446,29,1_24,0,163CN
329,1296,17,2_25,1,U3Z3G
376,912,25,3_25,1,FDWJZ
696,210,15,3_25,1,UVJ6W
102,728,18,2_24,1,DJ48J
1107,652,52,3_25,0,GMKYW
400,1379,15,3_25,1,J15ZR
1129,1649,34,1_25,1,CE7W8
1580,57,21,1_24,1,E2BSU
1116,550,37,2_24,0,ZLG8X
225,1148,63,2_25,0,41OUF
365,659,23,1_25,1,J4T07
46,1460,16,1_24,1,W3R5S
673,819,28,1_25,1,TQTQO
620,760,11,3_24,1,VT552
864,1450,21,1_25,0,LKSSZ
1671,1361,24,2_24,1,6XNHP
264,119,32,1_24,0,CGA00
1010,1120,28,2_25,1,L1DCV
295,466,22,2_24,1,DZB37
360,1304,20,1_25,1,WFHIC
1304,862,47,3_25,0,CJAW1
921,1315,34,3_24,0,SRKMF
379,1182,28,3_24,0,MZUR3
554,829,28,2_24,0,RS13Y
1190,1082,31,1_25,0,UT48C
254,543,24,1_24,1,BEE0X
115,878,26,2_25,1,9IGX8
445,1146,17,3_25,1,2YQCJ
1401,1536,17,1_24,1,Y33SD
112,368,34,1_25,0,LS47G
594,1017,21,3_25,0,3W39P
1540,886,71,3_24,0,UVEYL
677,339,38,1_24,0,5UEPT
511,563,15,1_25,1,UPFNF
1246,1516,20,3_25,1,I2L14
90,1226,36,3_25,0,VY31X
1154,1391,41,1_25,0,NYZ0E
696,703,22,2_24,0,DADDM
86,663,26,2_25,0,CHUNM
770,1480,44,2_24,0,E716Q
1500,246,41,1_24,0,2KEKC
1437,182,30,3_25,0,X4RG6
751,957,47,3_25,0,SL5RZ
1615,1463,27,3_24,0,Q39G7
1290,966,34,2_25,0,NP36E
351,471,25,3_25,1,7ZWXG
1428,1195,13,3_24,1,H3H7D
1532,1071,40,3_25,0,9KX9M
1385,80,36,3_24,0,K4926
407,648,46,2_24,0,A0SBA
888,146,21,1_24,0,4MV55
1573,214,35,1_25,1,1CCXY
810,1301,28,3_25,0,303RJ
1499,243,38,1_24,0,FPQZB
822,294,49,3_24,1,RFHA7
1523,1448,26,2_24,0,874KD
875,1673,25,2_25,0,TWL1Q
763,604,20,2_24,0,U7W4I
1435,951,31,2_24,0,VQLG0
678,1549,24,1_25,0,W81XF
1151,1202,18,1_24,1,EILV9
215,155,35,1_24,0,2PQRI
219,1044,43,1_24,0,W5A7I
1417,493,45,1_25,0,C1Y4K
842,200,19,1_25,1,4HQT3
576,1002,29,3_24,0,S46UX
474,150,34,3_24,0,8RL7F
1488,1310,34,3_25,1,R6KRV
1228,1406,35,1_25,0,QEDTZ
944,1076,29,1_25,1,C5V1Z
1298,980,42,3_25,0,I21BH
1656,415,28,1_25,1,ZYKMD
1474,211,32,3_24,0,QFMR6
357,1227,24,2_25,0,2DKBW
301,923,35,1_24,0,14FZ6
822,1620,24,2_25,0,15K1J
150,1604,43,1_24,0,JEVFH
1514,1397,18,2_24,1,HP1MX
696,1443,26,1_24,0,7E6ZY
1085,359,18,1_24,1,RQ7P4
1386,30,18,1_25,1,N5NKE
1610,1019,39,3_25,0,WA828
1175,567,36,3_25,1,V308I
178,1122,27,1_25,0,P1TQ9
94,483,20,2_24,1,ZMS7V
1119,1594,24,3_25,1,GDRV3
164,983,27,2_24,0,DD7VO
449,1541,63,3_24,0,QI1F3
997,1382,23,1_25,0,TD4XA
237,1096,19,1_25,1,7WTRM
464,1548,53,1_24,0,GHDAO
547,1337,40,1_24,0,FVNCI
726,152,75,3_25,0,S5JZK
378,1613,30,3_25,0,HSXE2
469,529,33,1_25,0,TAJF5
567,1007,24,1_25,0,QS2FQ
828,1303,24,3_25,1,DPGOU
585,910,14,3_24,1,QP1FX
1199,495,38,3_25,0,1MIJY
506,933,33,1_24,1,S77OD
1224,1602,75,1_24,0,B10WO
901,1250,29,3_24,0,A4SWE
1149,982,32,2_25,0,CO6KD
744,1582,23,2_24,1,PLV08
786,646,32,1_24,0,G4MIX
1619,1032,55,3_25,0,3J7MX
528,556,24,1_25,0,O0XRE
452,1537,25,1_24,0,JK2YU
1278,1254,18,1_25,0,0CZP5
418,604,38,2_24,0,MBLO0
209,1358,25,1_25,1,MXICM
458,1068,24,3_25,0,6QS1H
1643,1073,32,1_24,1,0GPM5
277,677,32,1_24,0,P7EDT
606,1521,17,1_25,0,NSWN5
284,1222,45,3_25,0,CB28A
1268,1263,15,3_25,1,F81QY
1243,1274,28,1_25,0,HVJY6
298,277,31,2_24,0,5834M
1563,792,32,3_25,0,TS6VX
477,59,41,1_25,0,HFEWP
232,43,14,1_25,1,ZD24H
468,1206,78,1_25,0,2WGRX
676,501,38,2_24,1,ORGFM
800,1016,20,3_24,0,LU2CW
1205,1432,38,1_25,0,Q5BV5
1037,1058,14,1_25,1,O2OEJ
1293,1249,35,1_25,0,ZGEGY
183,1677,12,1_25,1,CIT42
256,458,42,2_25,0,EX01R
125,1213,32,2_25,0,Q6DOP
130,788,30,2_24,0,OETA8
526,657,17,2_25,1,10015
217,587,37,3_24,0,9BN33
42,1611,21,2_24,1,OW54T
627,623,16,1_24,1,FUM6Q
232,1543,17,1_24,1,A35QR
176,1661,30,1_24,0,0SUWT
1393,1252,10,1_25,1,H2MFB
766,635,43,1_25,0,2YMKB
1374,1624,21,1_25,0,2DL63
1632,558,14,1_25,1,D7CIJ
128,423,21,2_24,0,TE192
865,176,24,1_24,0,AMP97
156,885,18,1_25,0,TF3T1
1086,405,16,1_25,1,6L1VE
1078,779,22,1_24,0,4X74Y
49,1305,22,2_25,1,CYBFI
1676,336,23,1_24,1,QJ2GH
1268,854,37,1_24,0,BN9V3
614,940,31,2_24,1,R3JCC
859,1047,21,1_25,0,2PN1M
595,1000,31,1_25,0,HAOT6
1417,110,27,3_24,0,TSP0X
1475,500,23,1_24,1,VABKG
1567,200,80,3_25,1,97ZDS
816,177,20,1_25,1,7431Y
1597,365,22,3_24,0,Q84Y8
254,177,36,2_25,0,LM1YZ
1433,1092,28,3_25,0,7BTLE
362,126,28,3_25,1,Y0DOU
757,764,70,1_24,0,B05EO
115,1410,30,2_24,1,89NAA
536,457,34,3_25,0,ZC7ND
1544,483,24,2_24,1,ZZY61
978,1618,17,1_25,0,2W2NN
151,1546,17,2_24,0,LIV9H
1635,510,64,3_25,1,G5YKG
1610,1131,15,1_25,1,73BIN
232,774,25,2_24,1,QDBFB
1392,179,15,1_25,1,G6R7P
375,1466,61,3_25,0,RCFK7
61,1048,27,1_25,0,RZX3D
1034,1486,24,1_24,1,YELP2
140,1685,15,1_24,1,C61U5
481,68,32,3_25,0,5URMI
1392,1338,38,3_25,0,P3PW0
1631,900,30,3_25,0,MS12G
156,913,41,3_24,0,4H41N
143,605,20,2_24,1,N5VK1
477,1559,41,1_24,0,7M1LE
1431,1471,55,2_25,0,W1OSE
76,773,49,1_24,0,GG3I5
1624,209,42,2_24,0,JD6Y7
414,1505,33,3_25,1,4W7KD
1560,681,27,1_25,0,FO4H5
201,1381,18,2_25,0,OEDMF
1433,529,20,1_25,0,6Q471
1040,892,19,1_25,1,X17A1
1143,239,45,3_24,1,RSAJT
285,885,33,1_24,1,V0GKC
738,1627,21,1_25,1,5506J
25,1429,18,2_25,1,PG1EH
1174,1131,14,2_25,1,B245B
1511,647,19,1_25,1,LWT2K
752,550,34,1_24,1,DM1DE
844,767,28,1_24,1,1E31B
206,320,47,1_24,0,STC16
425,1640,26,2_24,0,BH2LN
506,1540,41,3_24,0,DKNQJ
22,1396,18,2_25,1,JJFMR
193,1013,24,1_25,0,Y5CZ1
725,215,21,1_25,1,J21E9
811,561,21,3_24,1,ZHP44
1344,1513,20,1_24,0,TEVBC
1491,181,28,3_24,0,AKW6V
1124,170,47,1_24,1,10JUM
1311,1455,20,1_25,1,LPT7V
1543,720,24,1_25,1,OGTF3
865,414,45,3_25,0,Y3XLH
495,1388,30,2_24,0,4FCYN
696,851,33,1_25,0,YZ5M7
320,712,15,1_25,1,BNN68
88,1566,12,2_25,1,IR2A4
1488,112,26,1_24,1,S9JKR
628,46,25,3_25,1,XZOW1
1532,1335,22,1_25,1,6GGUO
316,1580,43,1_24,0,TBXDO
401,1663,28,2_24,0,70FCC
1130,844,20,2_25,1,XRSRO
1034,691,23,3_24,1,5IXXD
59,765,17,1_25,0,GCK1D
1136,209,40,1_24,1,0FV1L
491,221,14,3_25,1,X5FDK
55,1323,38,1_24,0,CKKX6
1563,1015,17,2_25,0,OIVH7
486,949,27,3_24,0,IKFY3
914,1273,30,3_25,1,4C28P
350,1335,18,1_25,1,YWQYR
1402,270,33,3_24,1,A4L20
371,443,33,1_25,0,IM94N
191,512,21,1_24,0,WUHKH
1022,816,22,1_25,1,V7MPT
1277,1113,19,1_24,1,DVBVI
1666,1403,30,3_24,0,LUJW3
1498,766,26,3_24,0,M59JF
551,894,66,3_25,1,JZ9B6
1169,84,23,1_24,0,6VPYW
407,1209,33,1_24,0,9RM0H
427,212,24,2_25,0,WK71L
1508,1244,26,3_25,0,XFALH
522,1543,36,1_24,0,DB0US
366,320,76,2_25,1,JY5P3
463,1168,12,1_24,1,DWT57
1167,719,49,1_24,0,YIINW
964,275,21,1_25,0,ON28B
1606,1183,18,1_24,1,V4VDR
1095,267,54,1_25,0,5CQMN
1288,938,30,3_25,0,NGWLH
396,1459,29,2_24,0,A7LH1
773,310,63,1_25,1,EOS0R
1542,1286,36,3_24,0,A7QYV
173,892,26,1_25,1,78FBE
1351,1630,37,1_25,0,L8479
553,946,41,1_24,0,E3Y6A
544,1395,25,1_24,0,GU5PI
1473,1493,55,2_25,0,OSWZQ
326,431,31,1_25,0,D1YTG
80,91,21,1_24,1,YCH1L
1483,1272,26,1_25,0,OEYOC
647,1472,22,1_25,1,485BH
1634,1507,27,3_24,1,NZPM2
95,1442,28,2_24,0,USW7F
1554,1272,15,2_24,1,5IGO9
299,263,55,2_25,0,C4IKW
526,661,35,2_24,0,7R7P1
1498,1263,34,2_25,0,Y85VI
341,337,21,1_24,1,4GIDL
1249,500,24,1_25,0,K7T1F
39,1365,27,2_25,1,DEM14
834,1025,42,1_24,0,JH1Y7
117,781,41,2_25,1,0FU6R
1621,1329,54,1_24,0,Y1LJV
59,1025,22,2_25,1,HC35S
847,1001,29,1_25,0,JM0JO
1615,878,26,1_25,1,TXYBE
311,915,19,2_25,1,CGR92
1025,580,15,1_25,1,3Y14R
261,1206,64,1_24,0,UHLZT
147,109,20,3_25,1,PEJZW
1184,1350,24,1_24,0,V2F0J
1197,1642,26,3_25,0,ZMG7C
251,365,40,1_25,0,GVR4A
1527,170,21,1_25,1,YBHWX
659,1342,19,1_24,1,U6IX3
313,1289,35,1_25,1,9FX7C
79,621,20,2_24,0,Q36A6
644,486,48,1_24,0,Q5XZD
79,282,25,1_25,0,P5WY8
1513,216,55,3_25,0,2F107
789,1365,25,1_24,0,V950F
786,1645,16,1_24,1,Y6LZS
1672,346,25,1_25,0,TJVJG
52,820,32,1_24,0,2NUKV
970,1572,24,1_25,0,RX8PB
443,371,72,1_24,0,X5G1Z
305,765,18,1_25,1,NWJP8
325,1609,42,1_25,0,2YE74
593,61,20,1_24,0,204YP
987,125,30,3_24,0,AI41K
635,217,37,2_24,0,VFIVU
665,1442,25,1_25,1,CHQ58
1422,1509,21,1_24,0,3FNOF
285,1519,17,1_25,1,C8GHL
603,260,24,2_24,0,YDRRZ
394,1659,26,2_24,0,YYRY8
654,203,17,3_24,1,HWCS5
269,1153,21,1_25,1,RMBBZ
1282,445,38,3_25,0,LQ7Y1
550,1124,17,2_24,1,OJ2AP
216,253,22,3_24,1,DPIDM
312,703,23,1_25,0,SP6IK
1107,1380,35,1_24,0,JGHWD
1584,1441,24,2_25,1,XERK2
1615,1339,32,3_24,1,B8FWN
1290,909,22,1_25,0,CKEPF
533,1519,44,1_25,1,UKT4U
75,1472,34,2_24,1,85T2E
1557,1121,29,1_24,1,6FCBV
633,46,26,1_24,0,Y6YE3
749,271,27,1_25,0,1OHWP
1424,970,19,1_24,1,7C18Y
798,1102,37,1_25,0,A6LN4
646,479,33,1_24,0,7VT7V
1481,1059,35,1_25,0,5HGAP
176,1484,45,1_25,0,UQH2U
796,812,40,1_24,0,GCSFX
521,1141,68,1_25,0,D15NC
1382,715,36,3_25,0,W3EYI
825,514,18,1_25,1,3X93G
673,574,24,1_24,1,42NK6
378,1182,29,3_24,0,XRZEL
1584,543,78,1_25,0,45VKZ
95,769,20,2_25,0,8ZGBV
68,881,33,2_24,0,V3975
504,1087,28,1_25,0,OYXM3
348,1572,24,2_24,1,GUK06
546,1548,20,1_25,1,EDHM0
632,456,40,2_25,0,AYHUH
1351,263,24,1_25,0,QONC7
378,1338,29,3_24,0,TBVSF
816,293,17,1_24,0,PGMRO
587,35,21,1_24,0,SW1J5
736,431,76,2_25,0,SSR5A
544,558,14,1_24,1,AN0J1
1303,1160,30,3_25,0,UHQIV
670,795,22,2_24,0,GWFE4
1158,918,22,2_25,1,3NKR1
1408,1142,36,3_25,0,NJY7G
894,1188,30,1_24,0,BJY18
1476,841,33,1_25,0,A19CL
75,933,35,3_24,1,5DRP2
1194,186,28,1_25,1,82NNC
1434,789,31,1_25,1,P25P1
66,1548,29,2_25,0,Y9Y7I
488,1504,46,1_24,0,ZQ2V5
357,441,68,1_25,0,8UQ3V
1575,1563,17,3_25,0,G5F1M
1149,283,30,1_24,1,XIEG6
1425,713,40,3_24,0,OFEQS
790,1345,16,1_25,1,HGEEJ
1432,198,58,1_25,1,JC84I
1118,1294,18,1_25,1,BNT59
761,120,38,3_25,1,PCEEG
577,231,76,3_25,0,SWV3M
1220,441,19,1_24,1,B2KKE
315,1583,22,3_24,0,6RRKR
719,323,20,1_25,1,6UQGF
708,1082,19,1_25,1,4UI2U
84,543,78,2_25,0,R9JYA
255,1647,18,2_25,1,KVWW5
664,1227,27,3_25,0,3B3L4
245,558,25,1_25,1,DLNES
546,117,14,1_25,1,3NH5V
412,1444,16,1_25,1,X1Q2Z
399,1627,24,2_25,1,JHX7Q
105,738,24,1_25,1,QGOTQ
667,558,22,3_24,1,V7QPT
764,1393,60,2_25,0,H7UIS
1106,1369,19,1_25,0,0L89T
676,1554,39,1_25,0,H6VFW
1477,1548,19,1_24,1,1FUMM
651,444,67,1_25,0,DZTHC
590,794,16,1_24,1,RB2RK
1511,1112,52,3_25,0,HKXZD
1668,1346,18,3_25,0,AC4DW
424,1148,32,1_25,0,Y8ULO
1603,1459,19,3_24,1,O5QNC
590,1033,25,3_25,0,O6OAP
40,518,28,1_25,1,JNRNT
70,773,67,1_24,0,9VEG7
771,199,22,1_25,1,S8H9I
1227,51,27,1_24,0,ZBRYP
1453,1455,65,2_25,0,W66VN
1577,954,18,3_25,1,B6662
1143,579,24,3_24,1,ZRH7F
640,752,38,3_25,0,SXFA1
832,1035,19,1_24,1,Z5PCP
153,144,14,1_24,1,ZAJ2L
676,659,29,1_24,1,KI4MH
252,1646,32,3_24,0,F12CG
1577,72,26,2_24,0,VUBOF
260,342,22,1_24,0,81JUN
1562,1358,63,3_24,0,IG6BJ
550,1152,26,1_25,0,FJ0RO
995,1250,62,1_25,0,Z23KV
415,1290,21,1_25,1,O9HPX
283,1180,36,2_25,1,Y057A
53,1651,22,2_25,0,X4W5G
1548,1076,16,3_25,1,Y5FDX
806,1472,35,2_24,0,CR4T0
604,1239,25,3_25,0,LC0BY
544,1570,16,1_25,1,W39QJ
1416,1150,22,1_24,0,DWXSM
1238,1446,28,1_24,0,3OGMI
835,442,15,3_24,1,GPKTO
561,925,61,1_25,1,WA8VI
1602,728,17,1_24,1,UBXAO
722,790,78,1_25,0,HPAJE
1190,204,22,1_24,1,9LIVV
1282,744,31,2_25,0,VULB9
973,40,29,1_25,1,L7BLA
1650,1545,17,1_24,0,6WY4L
1310,1446,34,2_25,0,XJQV5
1300,610,21,3_24,1,DCD4Q
1549,1305,22,1_25,1,VSJSI
1078,594,23,1_24,1,XIE7M
172,232,21,1_25,1,T0SSL
1454,1058,17,1_25,1,X832B
154,1646,43,3_24,1,B0QRG
54,1420,23,1_25,0,GWDVU
1045,735,29,2_24,0,4ZGMZ
1378,866,26,1_24,1,P73QW
253,1063,16,1_24,1,1FLD6
1585,596,31,1_24,0,IOHHC
489,1425,54,3_25,0,LGKC4
1495,1460,41,2_25,0,W8PO4
259,564,32,2_25,0,8CXIB
378,759,34,2_25,1,M8N11
1485,448,42,1_25,0,4CG6T
1220,36,19,1_25,1,M95NK
474,607,40,2_25,0,RGBQ5
787,1215,26,1_25,1,1O7ZV
1094,1235,42,3_25,0,1EZAN
847,1121,24,1_24,1,CUAM5
1298,1300,21,1_24,1,UTKN4
85,394,27,1_25,1,KI148
48,1434,21,2_25,0,9LEKB
1501,250,29,1_24,0,LSTAE
1661,1240,21,1_24,1,5INOO
960,277,19,1_24,1,0VUUC
890,1392,18,3_25,1,52DC0
85,596,31,2_24,0,15Q4O
353,621,20,2_25,0,J22EO
508,1034,20,3_25,0,15OSU
342,1257,18,1_25,0,A9IET
1590,1290,27,3_25,0,FCKNL
1420,1190,22,3_24,0,XUH1D
158,308,18,1_25,0,8UJ3K
1436,624,35,1_24,0,3C0BJ
578,763,23,2_24,1,CIXK6
401,1663,28,2_24,0,UWQW5
1298,435,25,1_25,0,4OFQA
145,97,29,1_25,0,W00RQ
394,1659,25,2_24,0,HYF0O
648,190,54,1_25,0,8LPX8
140,229,52,1_25,0,YX6BO
822,535,27,3_25,0,GP0AS
865,706,22,1_24,1,IUTAF
1396,1059,25,1_24,0,Z8WEU
341,1420,34,3_24,0,C01XR
1425,1658,34,1_24,1,HOPHM
884,1341,18,1_25,0,OS3TY
129,1362,27,1_25,0,2HJBU
940,1216,29,1_25,0,7HG9I
162,1262,34,3_25,0,QS16N
474,1221,36,1_25,0,XCXSQ
628,1319,38,1_25,0,8065X
592,1271,26,1_25,0,TW98M
44,934,43,1_24,0,GXX0F
625,1125,21,1_24,1,KPQXJ
1241,1354,28,1_25,1,VZHT3
1390,857,74,2_25,0,QRAJX
763,709,20,1_25,0,XEPCZ
1571,1433,24,2_25,0,EBPZZ
615,240,26,2_24,1,0H2J3
342,1259,26,1_25,0,30I4T
768,1259,15,1_24,1,NJ4Y4
1643,605,20,1_24,1,HQ87D
1502,251,40,1_24,0,Y21CS
1454,52,11,1_25,1,8D8YF
215,474,18,1_24,1,F60NW
886,1671,29,1_24,0,QZLPI
484,645,30,1_24,0,W5RVS
1447,1048,26,1_25,0,W0YAL
657,803,22,1_24,1,I2M6J
253,366,40,1_25,0,LQV76
422,1402,16,1_25,1,0UYIQ
803,477,20,3_25,0,F1HUW
101,167,21,1_25,0,JN9K8
805,1414,25,2_25,0,J5G11
324,207,36,1_25,0,A1TOO
180,1282,16,2_25,1,V80MX
306,1269,51,1_24,0,N1F1P
159,1418,25,2_25,0,9YN2P
1224,107,51,3_24,1,U333F
786,1510,31,2_24,0,27SB6
435,775,14,3_24,1,38VKF
1115,1266,19,2_25,1,KY11J
700,92,23,1_25,1,TQQPZ
935,1528,17,3_25,0,CHJ7T
1004,69,58,2_24,0,9IYUL
1555,932,20,3_25,1,7914C
163,914,49,3_24,0,0DCHV
569,1464,29,1_25,1,XY3O7
84,408,26,1_24,0,W5NPU
506,1088,18,1_25,0,ET081
722,393,15,1_25,1,F3UG2
856,690,39,3_24,0,ZQ4G2
1401,1611,35,1_24,1,JT5G5
537,458,30,3_25,0,Q0XSF
1425,158,34,1_25,1,214W8
1222,798,21,1_24,0,IO39G
311,1590,22,2_25,1,9Y0FY
284,1495,19,2_25,1,9BC3I
370,1507,16,1_25,0,I07TA
1459,1219,21,1_24,1,K5RLF
467,1273,37,3_25,0,RQ20I
843,597,18,1_24,1,X7I2Q
540,1071,25,3_24,1,L2Q41
643,1290,15,1_24,1,M8GJF
298,1001,24,2_24,1,Y0IGQ
1261,1410,21,1_24,1,7UTT9
89,679,18,1_25,0,NCALN
1415,647,40,3_25,0,9WBFR
546,1149,52,1_25,0,GRRAR
786,739,30,2_24,0,GBF1Q
1289,670,24,3_25,1,MUN09
488,856,39,3_25,0,MCYKM
651,1542,29,1_24,1,53MWZ
159,777,24,2_24,0,SRKZU
1431,1470,39,2_25,0,KE9I8
145,1597,29,1_24,0,NJWFL
160,1236,15,3_25,1,7716I
227,1394,26,3_24,0,GRNK4
149,1533,74,1_24,0,PPJFX
1358,1040,17,1_24,0,V8AU7
1095,845,22,1_24,0,YA6OX
1443,1291,13,2_24,1,5JC5A
315,1034,22,2_25,1,7R743
74,1634,18,1_24,1,HK61H
1272,1662,27,1_25,0,0OJQD
1196,1609,29,1_25,1,GJMAM
154,337,26,3_24,0,Q2RA8
1286,409,43,2_25,0,NLNEM
751,635,38,1_25,0,OLRRV
891,1509,25,3_24,0,U8EFF
305,1185,16,2_25,0,Q6GS2
812,101,29,3_24,0,RFIX9
867,1060,52,1_25,0,PEWHP
453,1541,31,1_24,0,850O6
391,262,29,2_25,1,YK1QE
323,1263,49,1_24,0,K9B6Z
1324,288,33,1_25,0,HMG49
176,1454,32,2_25,0,GP1YA
694,1627,18,3_24,0,F3KPR
476,1473,22,1_24,1,4X0U2
1050,848,25,1_24,0,ZQO89
43,720,23,2_25,1,8MCEX
1582,102,57,1_25,0,7U7JV
855,590,18,1_24,1,GPPBC
362,570,21,2_25,0,ARYVP
88,1623,27,2_24,1,ZY65H
641,957,45,3_25,0,XHLOL
178,161,26,1_25,0,F8UHL
1352,401,45,3_25,0,WIRLZ
992,1419,22,3_25,1,8W2ZL
410,1536,29,1_25,0,BI5BR
140,1268,33,3_24,0,F5CAS
1493,205,57,3_25,0,44XWO
595,1002,31,1_25,0,4DHSP
829,1542,33,1_24,0,TS2SL
1285,911,19,1_25,0,0SKAQ
1233,1526,45,1_24,0,C4LTW
480,818,34,2_24,0,R0TE5
230,1569,27,2_24,0,WA67D
69,753,40,1_25,0,T05HK
226,1371,22,2_24,1,8XUQ6
813,1378,22,1_24,1,XNAP0
255,250,40,2_25,0,POQX0
905,947,23,3_24,1,YVU8P
652,834,26,3_24,1,24KFB
